"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41562","test_C1177114_follow_job","test_case.capp","Wed Jun 25 11:44:16 CST 2025","passed","Wed Jun 25 11:44:58 CST 2025","TestSearch","test_follow","",""
